unique_id,ds,cutoff,y,Naive,WindowAverage,RWD,AutoARIMA,AutoETS,SeasonalNaive,SeasWA
store_1,2015-04-13,2015-03-23,27563.0,23788.0,26808.5,23548.93913043478,28901.220003932303,26609.817923907,31411.0,
store_1,2015-04-20,2015-03-23,20670.0,23788.0,26808.5,23469.252173913042,20401.822208125832,26609.817923907,18690.0,
store_1,2015-04-27,2015-03-23,28627.0,23788.0,26808.5,23389.565217391304,28110.92860411205,26609.817923907,29569.0,
store_1,2015-05-04,2015-03-23,29272.0,23788.0,26808.5,23309.878260869566,28047.011686287144,26609.817923907,31910.0,
store_1,2015-05-11,2015-03-23,19705.0,23788.0,26808.5,23230.191304347827,19111.503065365192,26609.817923907,22439.0,
store_1,2015-05-18,2015-03-23,27740.0,23788.0,26808.5,23150.50434782609,28090.535976703897,26609.817923907,28187.0,
store_1,2015-04-27,2015-04-20,28627.0,20670.0,26119.166666666668,20566.789915966387,28104.118989543407,25396.876740454223,29569.0,
store_1,2015-05-04,2015-04-20,29272.0,20670.0,26119.166666666668,20463.579831932773,28015.435300831574,25396.876740454223,31910.0,
store_1,2015-05-11,2015-04-20,19705.0,20670.0,26119.166666666668,20360.36974789916,19102.351559951803,25396.876740454223,22439.0,
store_1,2015-05-18,2015-04-20,27740.0,20670.0,26119.166666666668,20257.159663865546,28097.748725064535,25396.876740454223,28187.0,
store_1,2015-05-25,2015-04-20,22653.0,20670.0,26119.166666666668,20153.949579831933,21506.51293512569,25396.876740454223,22891.0,
store_1,2015-06-01,2015-04-20,26600.0,20670.0,26119.166666666668,20050.73949579832,27958.210085989034,25396.876740454223,32072.0,
store_1,2015-06-08,2015-04-20,23342.0,20670.0,26119.166666666668,19947.529411764706,22259.76862627526,25396.876740454223,21174.0,
store_1,2015-06-15,2015-04-20,27314.0,20670.0,26119.166666666668,19844.319327731093,27127.64403821181,25396.876740454223,26158.0,
store_1,2015-05-25,2015-05-18,22653.0,27740.0,26011.583333333332,27697.62601626016,21535.602063945636,25825.883696596757,22891.0,
store_1,2015-06-01,2015-05-18,26600.0,27740.0,26011.583333333332,27655.252032520326,28117.32868407932,25825.883696596757,32072.0,
store_1,2015-06-08,2015-05-18,23342.0,27740.0,26011.583333333332,27612.878048780487,22162.072403763923,25825.883696596757,21174.0,
store_1,2015-06-15,2015-05-18,27314.0,27740.0,26011.583333333332,27570.50406504065,27031.402075466598,25825.883696596757,26158.0,
store_1,2015-06-22,2015-05-18,21823.0,27740.0,26011.583333333332,27528.130081300813,22272.039923417848,25825.883696596757,22763.0,
store_1,2015-06-29,2015-05-18,31175.0,27740.0,26011.583333333332,27485.756097560974,30949.650218861178,25825.883696596757,29994.0,
store_1,2015-07-06,2015-05-18,23041.0,27740.0,26011.583333333332,27443.38211382114,23732.918196559232,25825.883696596757,24021.0,
store_1,2015-07-13,2015-05-18,28548.0,27740.0,26011.583333333332,27401.0081300813,30103.367040923535,25825.883696596757,29183.0,
store_10,2015-02-02,2015-01-26,44247.0,42446.0,42274.833333333336,42439.57943925234,45940.654434436394,38597.747015559886,45831.0,
store_10,2015-02-09,2015-01-26,34477.0,42446.0,42274.833333333336,42433.15887850467,32418.823237452976,38597.747015559886,31637.0,
store_10,2015-02-16,2015-01-26,41773.0,42446.0,42274.833333333336,42426.73831775701,42582.18089713475,38597.747015559886,42214.0,
store_10,2015-02-23,2015-01-26,34313.0,42446.0,42274.833333333336,42420.31775700935,33915.412652373314,38597.747015559886,33237.0,
store_10,2015-03-02,2015-01-26,45950.0,42446.0,42274.833333333336,42413.897196261685,47338.29747257147,38597.747015559886,45587.0,
store_10,2015-03-09,2015-01-26,35299.0,42446.0,42274.833333333336,42407.47663551402,34854.3832697143,38597.747015559886,30311.0,
store_10,2015-03-16,2015-01-26,44068.0,42446.0,42274.833333333336,42401.056074766355,44866.62435396045,38597.747015559886,42120.0,
store_10,2015-03-23,2015-01-26,35014.0,42446.0,42274.833333333336,42394.63551401869,34894.30749939656,38597.747015559886,34022.0,
store_10,2015-03-02,2015-02-23,45950.0,34313.0,39930.583333333336,34233.54054054054,47340.6585694764,38600.02426621155,45587.0,
store_10,2015-03-09,2015-02-23,35299.0,34313.0,39930.583333333336,34154.08108108108,34866.6782150334,38600.02426621155,30311.0,
store_10,2015-03-16,2015-02-23,44068.0,34313.0,39930.583333333336,34074.62162162162,44872.52668386491,38600.02426621155,42120.0,
store_10,2015-03-23,2015-02-23,35014.0,34313.0,39930.583333333336,33995.16216216216,34893.54127365222,38600.02426621155,34022.0,
store_10,2015-03-30,2015-02-23,52685.0,34313.0,39930.583333333336,33915.7027027027,50371.13483235137,38600.02426621155,45017.0,
store_10,2015-04-06,2015-02-23,28742.0,34313.0,39930.583333333336,33836.24324324324,29019.2129412695,38600.02426621155,33555.0,
store_10,2015-04-13,2015-02-23,43910.0,34313.0,39930.583333333336,33756.78378378379,45377.22869552026,38600.02426621155,45641.0,
store_10,2015-04-20,2015-02-23,32842.0,34313.0,39930.583333333336,33677.32432432433,33495.19053242041,38600.02426621155,25024.0,
store_10,2015-03-30,2015-03-23,52685.0,35014.0,39506.666666666664,34943.4,50333.59689975907,38645.57044127683,45017.0,
store_10,2015-04-06,2015-03-23,28742.0,35014.0,39506.666666666664,34872.8,29004.12827573214,38645.57044127683,33555.0,
store_10,2015-04-13,2015-03-23,43910.0,35014.0,39506.666666666664,34802.2,45354.26173335005,38645.57044127683,45641.0,
store_10,2015-04-20,2015-03-23,32842.0,35014.0,39506.666666666664,34731.6,33454.11572822676,38645.57044127683,25024.0,
store_10,2015-04-27,2015-03-23,45832.0,35014.0,39506.666666666664,34661.0,42914.68244446114,38645.57044127683,42611.0,
store_10,2015-05-04,2015-03-23,46521.0,35014.0,39506.666666666664,34590.4,45010.749253166636,38645.57044127683,44773.0,
store_10,2015-05-11,2015-03-23,31975.0,35014.0,39506.666666666664,34519.8,30824.55837884087,38645.57044127683,31215.0,
store_10,2015-05-18,2015-03-23,42326.0,35014.0,39506.666666666664,34449.2,41654.73102203664,38645.57044127683,39851.0,
store_10,2015-04-27,2015-04-20,45832.0,32842.0,39443.333333333336,32755.52100840336,43032.306509034985,38684.843894193014,42611.0,
store_10,2015-05-04,2015-04-20,46521.0,32842.0,39443.333333333336,32669.04201680672,44995.67075844859,38684.843894193014,44773.0,
store_10,2015-05-11,2015-04-20,31975.0,32842.0,39443.333333333336,32582.563025210085,30820.905715445115,38684.843894193014,31215.0,
store_10,2015-05-18,2015-04-20,42326.0,32842.0,39443.333333333336,32496.084033613446,41676.3671064798,38684.843894193014,39851.0,
store_10,2015-05-25,2015-04-20,35550.0,32842.0,39443.333333333336,32409.605042016807,32771.13850616039,38684.843894193014,32771.0,
store_10,2015-06-01,2015-04-20,48375.0,32842.0,39443.333333333336,32323.126050420167,46995.61253084343,38684.843894193014,45157.0,
store_10,2015-06-08,2015-04-20,34310.0,32842.0,39443.333333333336,32236.647058823528,31573.275877022897,38684.843894193014,29955.0,
store_10,2015-06-15,2015-04-20,44493.0,32842.0,39443.333333333336,32150.168067226892,44076.74396862594,38684.843894193014,44066.0,
store_10,2015-05-25,2015-05-18,35550.0,42326.0,40430.333333333336,42319.439024390245,32632.338413366444,38766.34315854041,32771.0,
store_10,2015-06-01,2015-05-18,48375.0,42326.0,40430.333333333336,42312.87804878049,48084.73664376778,38766.34315854041,45157.0,
store_10,2015-06-08,2015-05-18,34310.0,42326.0,40430.333333333336,42306.31707317073,33562.19323361566,38766.34315854041,29955.0,
store_10,2015-06-15,2015-05-18,44493.0,42326.0,40430.333333333336,42299.756097560974,44663.28636739749,38766.34315854041,44066.0,
store_10,2015-06-22,2015-05-18,33625.0,42326.0,40430.333333333336,42293.19512195122,33766.02431391006,38766.34315854041,34683.0,
store_10,2015-06-29,2015-05-18,48849.0,42326.0,40430.333333333336,42286.634146341465,47575.158943031776,38766.34315854041,45864.0,
store_10,2015-07-06,2015-05-18,34122.0,42326.0,40430.333333333336,42280.07317073171,34552.22990933132,38766.34315854041,35790.0,
store_10,2015-07-13,2015-05-18,48072.0,42326.0,40430.333333333336,42273.51219512195,46439.52863853441,38766.34315854041,42255.0,
store_11,2015-02-02,2015-01-26,52899.0,51237.0,49188.916666666664,51291.97196261682,49738.6809615274,47963.00152882413,51312.0,
store_11,2015-02-09,2015-01-26,41481.0,51237.0,49188.916666666664,51346.943925233645,42260.11061510269,48038.12202175266,39508.0,
store_11,2015-02-16,2015-01-26,47036.0,51237.0,49188.916666666664,51401.91588785047,43148.393412822435,48113.24251468118,47742.0,
store_11,2015-02-23,2015-01-26,40567.0,51237.0,49188.916666666664,51456.88785046729,39591.53055995557,48188.36300760971,40885.0,
store_11,2015-03-02,2015-01-26,53090.0,51237.0,49188.916666666664,51511.85981308411,52531.32103840101,48263.483500538234,48617.0,
store_11,2015-03-09,2015-01-26,43288.0,51237.0,49188.916666666664,51566.831775700935,43271.96740884323,48338.603993466764,38788.0,
store_11,2015-03-16,2015-01-26,50914.0,51237.0,49188.916666666664,51621.80373831776,52827.253330584936,48413.72448639529,45608.0,
store_11,2015-03-23,2015-01-26,42915.0,51237.0,49188.916666666664,51676.77570093458,43229.945724748366,48488.84497932382,40849.0,
store_11,2015-03-02,2015-02-23,53090.0,40567.0,46360.75,40523.86486486487,53320.56309291107,47950.40759702497,48617.0,
store_11,2015-03-09,2015-02-23,43288.0,40567.0,46360.75,40480.72972972973,43665.069863649114,48020.846805462344,38788.0,
store_11,2015-03-16,2015-02-23,50914.0,40567.0,46360.75,40437.59459459459,53248.432811326784,48091.28601389972,45608.0,
store_11,2015-03-23,2015-02-23,42915.0,40567.0,46360.75,40394.45945945946,43367.60326683588,48161.725222337096,40849.0,
store_11,2015-03-30,2015-02-23,53823.0,40567.0,46360.75,40351.32432432433,47771.98356001293,48232.16443077447,51688.0,
store_11,2015-04-06,2015-02-23,35079.0,40567.0,46360.75,40308.18918918919,36316.966911064264,48302.60363921185,40363.0,
store_11,2015-04-13,2015-02-23,52304.0,40567.0,46360.75,40265.05405405405,52135.24126306636,48373.04284764923,51168.0,
store_11,2015-04-20,2015-02-23,39722.0,40567.0,46360.75,40221.91891891892,41765.26511249213,48443.48205608661,32643.0,
store_11,2015-03-30,2015-03-23,53823.0,42915.0,46378.166666666664,42893.782608695656,47245.754931957206,48058.44333185,51688.0,
store_11,2015-04-06,2015-03-23,35079.0,42915.0,46378.166666666664,42872.565217391304,35859.84640871453,48126.603710729876,40363.0,
store_11,2015-04-13,2015-03-23,52304.0,42915.0,46378.166666666664,42851.34782608696,52000.955794339876,48194.76408960975,51168.0,
store_11,2015-04-20,2015-03-23,39722.0,42915.0,46378.166666666664,42830.13043478261,41652.297373438014,48262.924468489626,32643.0,
store_11,2015-04-27,2015-03-23,47276.0,42915.0,46378.166666666664,42808.913043478264,47124.33647798429,48331.08484736949,47374.0,
store_11,2015-05-04,2015-03-23,54335.0,42915.0,46378.166666666664,42787.69565217391,54678.88827557233,48399.24522624937,53028.0,
store_11,2015-05-11,2015-03-23,39397.0,42915.0,46378.166666666664,42766.47826086957,38720.19565064862,48467.40560512924,39902.0,
store_11,2015-05-18,2015-03-23,53807.0,42915.0,46378.166666666664,42745.260869565216,52212.7699426651,48535.56598400912,47036.0,
store_11,2015-04-27,2015-04-20,47276.0,39722.0,46093.166666666664,39674.663865546216,46891.73113962386,48033.14321656221,47374.0,
store_11,2015-05-04,2015-04-20,54335.0,39722.0,46093.166666666664,39627.32773109244,54546.65374090702,48097.33061830278,53028.0,
store_11,2015-05-11,2015-04-20,39397.0,39722.0,46093.166666666664,39579.991596638654,38444.207221774304,48161.51802004335,39902.0,
store_11,2015-05-18,2015-04-20,53807.0,39722.0,46093.166666666664,39532.65546218488,52139.15612303193,48225.705421783925,47036.0,
store_11,2015-05-25,2015-04-20,36103.0,39722.0,46093.166666666664,39485.31932773109,35269.64974206156,48289.8928235245,37220.0,
store_11,2015-06-01,2015-04-20,46680.0,39722.0,46093.166666666664,39437.98319327731,46498.649561201586,48354.080225265076,54827.0,
store_11,2015-06-08,2015-04-20,42737.0,39722.0,46093.166666666664,39390.64705882353,41146.921184890314,48418.26762700565,33488.0,
store_11,2015-06-15,2015-04-20,52524.0,39722.0,46093.166666666664,39343.31092436975,50008.35427308007,48482.45502874622,42296.0,
store_11,2015-05-25,2015-05-18,36103.0,53807.0,47162.5,53875.71544715447,35763.05480199954,48289.17213210885,37220.0,
store_11,2015-06-01,2015-05-18,46680.0,53807.0,47162.5,53944.43089430894,46897.6488488133,48353.39566024715,54827.0,
store_11,2015-06-08,2015-05-18,42737.0,53807.0,47162.5,54013.14634146341,41366.91739895379,48417.619188385455,33488.0,
store_11,2015-06-15,2015-05-18,52524.0,53807.0,47162.5,54081.86178861788,50224.1077232184,48481.84271652376,42296.0,
store_11,2015-06-22,2015-05-18,40470.0,53807.0,47162.5,54150.577235772354,38605.02756526885,48546.06624466206,41160.0,
store_11,2015-06-29,2015-05-18,57177.0,53807.0,47162.5,54219.29268292683,51308.216822516944,48610.289772800366,52054.0,
store_11,2015-07-06,2015-05-18,43324.0,53807.0,47162.5,54288.0081300813,41643.28026082794,48674.51330093867,39535.0,
store_11,2015-07-13,2015-05-18,52864.0,53807.0,47162.5,54356.723577235774,50794.22516954712,48738.736829076974,50783.0,
store_12,2015-02-02,2015-01-26,44373.0,44789.0,41018.416666666664,44834.46728971963,44047.00946821393,40521.30726352386,44229.0,
store_12,2015-02-09,2015-01-26,34338.0,44789.0,41018.416666666664,44879.93457943925,35442.02554539981,40587.72708177264,32980.0,
store_12,2015-02-16,2015-01-26,43891.0,44789.0,41018.416666666664,44925.40186915888,42831.20415279256,40654.14690002141,41905.0,
store_12,2015-02-23,2015-01-26,38313.0,44789.0,41018.416666666664,44970.86915887851,36802.007034532915,40720.566718270195,34896.0,
store_12,2015-03-02,2015-01-26,47292.0,44789.0,41018.416666666664,45016.33644859813,50146.517590860516,40786.98653651897,47363.0,
store_12,2015-03-09,2015-01-26,35201.0,44789.0,41018.416666666664,45061.80373831776,34154.22335076171,40853.40635476775,30603.0,
store_12,2015-03-16,2015-01-26,45128.0,44789.0,41018.416666666664,45107.27102803739,45202.24900625434,40919.826173016525,41326.0,
store_12,2015-03-23,2015-01-26,32858.0,44789.0,41018.416666666664,45152.73831775701,33678.978333485255,40986.24599126531,33162.0,
store_12,2015-03-02,2015-02-23,47292.0,38313.0,39434.166666666664,38298.48648648649,48615.721251441995,40687.096755014696,47363.0,
store_12,2015-03-09,2015-02-23,35201.0,38313.0,39434.166666666664,38283.97297297297,36253.00695819732,40751.74529196855,30603.0,
store_12,2015-03-16,2015-02-23,45128.0,38313.0,39434.166666666664,38269.45945945946,45592.569809582885,40816.39382892242,41326.0,
store_12,2015-03-23,2015-02-23,32858.0,38313.0,39434.166666666664,38254.94594594595,32800.57957851532,40881.04236587628,33162.0,
store_12,2015-03-30,2015-02-23,45652.0,38313.0,39434.166666666664,38240.43243243243,42348.519930745664,40945.690902830145,43281.0,
store_12,2015-04-06,2015-02-23,27379.0,38313.0,39434.166666666664,38225.91891891892,27171.66337843977,41010.339439784,33856.0,
store_12,2015-04-13,2015-02-23,43709.0,38313.0,39434.166666666664,38211.40540540541,43521.044127928515,41074.987976737866,38762.0,
store_12,2015-04-20,2015-02-23,31494.0,38313.0,39434.166666666664,38196.89189189189,32589.24962742682,41139.63651369173,24295.0,
store_12,2015-03-30,2015-03-23,45652.0,32858.0,39944.5,32796.556521739134,41771.76633863305,40807.18569654684,43281.0,
store_12,2015-04-06,2015-03-23,27379.0,32858.0,39944.5,32735.11304347826,26566.411007652816,40869.77289655384,33856.0,
store_12,2015-04-13,2015-03-23,43709.0,32858.0,39944.5,32673.66956521739,43123.89627581119,40932.36009656084,38762.0,
store_12,2015-04-20,2015-03-23,31494.0,32858.0,39944.5,32612.22608695652,32222.955475848226,40994.94729656785,24295.0,
store_12,2015-04-27,2015-03-23,44464.0,32858.0,39944.5,32550.782608695652,43275.7572121853,41057.53449657485,44063.0,
store_12,2015-05-04,2015-03-23,46517.0,32858.0,39944.5,32489.339130434782,45880.6561439908,41120.12169658185,45318.0,
store_12,2015-05-11,2015-03-23,31351.0,32858.0,39944.5,32427.895652173913,31584.86767806561,41182.708896588854,31195.0,
store_12,2015-05-18,2015-03-23,45703.0,32858.0,39944.5,32366.452173913043,42914.3180402186,41245.296096595855,40320.0,
store_12,2015-04-27,2015-04-20,44464.0,31494.0,39135.666666666664,31423.159663865546,43530.20270317568,40688.37379582739,44063.0,
store_12,2015-05-04,2015-04-20,46517.0,31494.0,39135.666666666664,31352.319327731093,46154.09866306368,40746.45218311283,45318.0,
store_12,2015-05-11,2015-04-20,31351.0,31494.0,39135.666666666664,31281.47899159664,31766.98702954883,40804.53057039826,31195.0,
store_12,2015-05-18,2015-04-20,45703.0,31494.0,39135.666666666664,31210.638655462186,43209.505908883926,40862.60895768369,40320.0,
store_12,2015-05-25,2015-04-20,34178.0,31494.0,39135.666666666664,31139.798319327732,33407.58954059496,40920.68734496913,35113.0,
store_12,2015-06-01,2015-04-20,42052.0,31494.0,39135.666666666664,31068.95798319328,42217.93854098689,40978.76573225456,47027.0,
store_12,2015-06-08,2015-04-20,36442.0,31494.0,39135.666666666664,30998.117647058825,34310.86688198629,41036.84411953999,28906.0,
store_12,2015-06-15,2015-04-20,48944.0,31494.0,39135.666666666664,30927.277310924368,46666.20175074711,41094.92250682542,39027.0,
store_12,2015-05-25,2015-05-18,34178.0,45703.0,39729.0,45749.9837398374,33752.914694856096,40997.810379607705,35113.0,
store_12,2015-06-01,2015-05-18,42052.0,45703.0,39729.0,45796.96747967479,42612.79838551089,41056.78858242877,47027.0,
store_12,2015-06-08,2015-05-18,36442.0,45703.0,39729.0,45843.95121951219,34700.1619816734,41115.766785249834,28906.0,
store_12,2015-06-15,2015-05-18,48944.0,45703.0,39729.0,45890.93495934959,47127.333885033775,41174.7449880709,39027.0,
store_12,2015-06-22,2015-05-18,35200.0,45703.0,39729.0,45937.918699186994,34507.80139674079,41233.723190891964,33776.0,
store_12,2015-06-29,2015-05-18,49214.0,45703.0,39729.0,45984.90243902439,48068.10357197902,41292.70139371303,47910.0,
store_12,2015-07-06,2015-05-18,32244.0,45703.0,39729.0,46031.88617886179,33108.18396700568,41351.67959653409,30573.0,
store_12,2015-07-13,2015-05-18,44226.0,45703.0,39729.0,46078.86991869919,41624.02397673593,41410.657799355155,42009.0,
store_13,2015-02-02,2015-01-26,40285.0,39287.0,33660.166666666664,39277.97196261682,39704.41949073014,31328.12623883219,43173.0,
store_13,2015-02-09,2015-01-26,23653.0,39287.0,33660.166666666664,39268.943925233645,26648.837257191142,31328.12623883219,24121.0,
store_13,2015-02-16,2015-01-26,37808.0,39287.0,33660.166666666664,39259.91588785047,39325.73564678023,31328.12623883219,39037.0,
store_13,2015-02-23,2015-01-26,23978.0,39287.0,33660.166666666664,39250.88785046729,25869.75338427007,31328.12623883219,22620.0,
store_13,2015-03-02,2015-01-26,42647.0,39287.0,33660.166666666664,39241.85981308411,40487.05191425787,31328.12623883219,40642.0,
store_13,2015-03-09,2015-01-26,24017.0,39287.0,33660.166666666664,39232.831775700935,26122.469586005453,31328.12623883219,21260.0,
store_13,2015-03-16,2015-01-26,40500.0,39287.0,33660.166666666664,39223.80373831776,40970.768132707395,31328.12623883219,36874.0,
store_13,2015-03-23,2015-01-26,26258.0,39287.0,33660.166666666664,39214.77570093458,27391.58586128303,31328.12623883219,23245.0,
store_13,2015-03-02,2015-02-23,42647.0,23978.0,32275.666666666668,23831.37837837838,39260.24174809691,31326.00957211494,40642.0,
store_13,2015-03-09,2015-02-23,24017.0,23978.0,32275.666666666668,23684.756756756757,24891.543600716883,31326.00957211494,21260.0,
store_13,2015-03-16,2015-02-23,40500.0,23978.0,32275.666666666668,23538.135135135137,39674.380932678345,31326.00957211494,36874.0,
store_13,2015-03-23,2015-02-23,26258.0,23978.0,32275.666666666668,23391.513513513513,26060.007728643075,31326.00957211494,23245.0,
store_13,2015-03-30,2015-02-23,42892.0,23978.0,32275.666666666668,23244.891891891893,43226.774125771335,31326.00957211494,42412.0,
store_13,2015-04-06,2015-02-23,24219.0,23978.0,32275.666666666668,23098.27027027027,21403.57065592547,31326.00957211494,24378.0,
store_13,2015-04-13,2015-02-23,39199.0,23978.0,32275.666666666668,22951.64864864865,37307.87130649872,31326.00957211494,37937.0,
store_13,2015-04-20,2015-02-23,24885.0,23978.0,32275.666666666668,22805.027027027027,23678.707417299825,31326.00957211494,20035.0,
store_13,2015-03-30,2015-03-23,42892.0,26258.0,32495.666666666668,26136.304347826088,43394.17383756226,31394.643605566125,42412.0,
store_13,2015-04-06,2015-03-23,24219.0,26258.0,32495.666666666668,26014.608695652172,21397.45324755335,31394.643605566125,24378.0,
store_13,2015-04-13,2015-03-23,39199.0,26258.0,32495.666666666668,25892.91304347826,37802.0375340684,31394.643605566125,37937.0,
store_13,2015-04-20,2015-03-23,24885.0,26258.0,32495.666666666668,25771.217391304348,24099.582286867968,31394.643605566125,20035.0,
store_13,2015-04-27,2015-03-23,38103.0,26258.0,32495.666666666668,25649.521739130436,36504.79843669705,31394.643605566125,39416.0,
store_13,2015-05-04,2015-03-23,38626.0,26258.0,32495.666666666668,25527.82608695652,36694.139275281705,31394.643605566125,38424.0,
store_13,2015-05-11,2015-03-23,23345.0,26258.0,32495.666666666668,25406.130434782608,21439.927763150816,31394.643605566125,23552.0,
store_13,2015-05-18,2015-03-23,38386.0,26258.0,32495.666666666668,25284.434782608696,38086.49789781093,31394.643605566125,36662.0,
store_13,2015-04-27,2015-04-20,38103.0,24885.0,32528.416666666668,24755.85714285714,36968.159512238635,31453.730225740623,39416.0,
store_13,2015-05-04,2015-04-20,38626.0,24885.0,32528.416666666668,24626.714285714286,37282.07395328073,31453.730225740623,38424.0,
store_13,2015-05-11,2015-04-20,23345.0,24885.0,32528.416666666668,24497.571428571428,21909.585807413925,31453.730225740623,23552.0,
store_13,2015-05-18,2015-04-20,38386.0,24885.0,32528.416666666668,24368.428571428572,38628.35820617287,31453.730225740623,36662.0,
store_13,2015-05-25,2015-04-20,24462.0,24885.0,32528.416666666668,24239.285714285714,21923.15120177091,31453.730225740623,25810.0,
store_13,2015-06-01,2015-04-20,35234.0,24885.0,32528.416666666668,24110.14285714286,33532.54857438083,31453.730225740623,39793.0,
store_13,2015-06-08,2015-04-20,25890.0,24885.0,32528.416666666668,23981.0,23439.49892848763,31453.730225740623,20426.0,
store_13,2015-06-15,2015-04-20,40599.0,24885.0,32528.416666666668,23851.85714285714,38671.78673045971,31453.730225740623,35191.0,
store_13,2015-05-25,2015-05-18,24462.0,38386.0,33589.75,38370.82113821138,22155.663982650836,31550.002451152028,25810.0,
store_13,2015-06-01,2015-05-18,35234.0,38386.0,33589.75,38355.64227642276,33928.42347817769,31550.002451152028,39793.0,
store_13,2015-06-08,2015-05-18,25890.0,38386.0,33589.75,38340.46341463415,23683.289924355475,31550.002451152028,20426.0,
store_13,2015-06-15,2015-05-18,40599.0,38386.0,33589.75,38325.28455284553,39052.99561098628,31550.002451152028,35191.0,
store_13,2015-06-22,2015-05-18,25963.0,38386.0,33589.75,38310.10569105691,24450.968863605052,31550.002451152028,26491.0,
store_13,2015-06-29,2015-05-18,43134.0,38386.0,33589.75,38294.92682926829,38409.23273509779,31550.002451152028,41140.0,
store_13,2015-07-06,2015-05-18,26070.0,38386.0,33589.75,38279.74796747968,25086.325132685433,31550.002451152028,25576.0,
store_13,2015-07-13,2015-05-18,41746.0,38386.0,33589.75,38264.56910569106,37177.36910290178,31550.002451152028,37705.0,
store_14,2015-02-02,2015-01-26,36308.0,35480.0,34152.833333333336,35450.96261682243,36197.49628149302,31919.713553842696,39049.0,
store_14,2015-02-09,2015-01-26,26159.0,35480.0,34152.833333333336,35421.92523364486,29127.077103420437,31919.713553842696,27063.0,
store_14,2015-02-16,2015-01-26,35484.0,35480.0,34152.833333333336,35392.88785046729,35171.6121012065,31919.713553842696,36466.0,
store_14,2015-02-23,2015-01-26,26485.0,35480.0,34152.833333333336,35363.85046728972,26428.39287172121,31919.713553842696,26582.0,
store_14,2015-03-02,2015-01-26,36700.0,35480.0,34152.833333333336,35334.81308411215,37372.01818751996,31919.713553842696,39594.0,
store_14,2015-03-09,2015-01-26,25284.0,35480.0,34152.833333333336,35305.77570093458,25587.13708178795,31919.713553842696,25637.0,
store_14,2015-03-16,2015-01-26,37329.0,35480.0,34152.833333333336,35276.73831775701,36836.48760804524,31919.713553842696,38175.0,
store_14,2015-03-23,2015-01-26,26197.0,35480.0,34152.833333333336,35247.700934579436,26162.658852919114,31919.713553842696,23202.0,
store_14,2015-03-02,2015-02-23,36700.0,26485.0,32642.916666666668,26375.972972972973,37179.21729887233,31881.801266235383,39594.0,
store_14,2015-03-09,2015-02-23,25284.0,26485.0,32642.916666666668,26266.945945945947,25354.605499809742,31881.801266235383,25637.0,
store_14,2015-03-16,2015-02-23,37329.0,26485.0,32642.916666666668,26157.91891891892,36694.57855269594,31881.801266235383,38175.0,
store_14,2015-03-23,2015-02-23,26197.0,26485.0,32642.916666666668,26048.891891891893,25963.908504341332,31881.801266235383,23202.0,
store_14,2015-03-30,2015-02-23,42762.0,26485.0,32642.916666666668,25939.864864864863,40886.823661368406,31881.801266235383,38258.0,
