unique_id,ds,RandomForestRegressor
store_19,2015-05-24,24503.950869366563
store_19,2015-05-31,31356.136327238826
store_19,2015-06-07,26270.41511104795
store_19,2015-06-14,34487.490040133605
store_19,2015-06-21,30055.451759827094
store_19,2015-06-28,36964.821863933816
store_19,2015-07-05,33022.61212446309
store_2,2015-05-17,44471.04462822417
store_2,2015-05-24,38718.565653544756
store_2,2015-05-31,43691.0376635554
store_2,2015-06-07,39323.8198151004
store_2,2015-06-14,48884.6558733312
store_2,2015-06-21,42669.39560403815
store_2,2015-06-28,50699.03570231173
store_2,2015-07-05,45947.6296781617
store_20,2015-05-17,36887.84523855734
store_20,2015-05-24,32997.139065387804
store_20,2015-05-31,40832.15190233816
store_20,2015-06-07,34754.25368755393
store_20,2015-06-14,44743.50756789665
store_20,2015-06-21,38320.59414555445
store_20,2015-06-28,48210.07834142595
store_20,2015-07-05,42876.24840103593
store_21,2015-05-17,52534.42563063391
store_21,2015-05-24,48005.667190067026
store_21,2015-05-31,54093.2691389555
store_21,2015-06-07,48630.397848331544
store_21,2015-06-14,58840.88166002545
store_21,2015-06-21,52109.53328971898
store_21,2015-06-28,61013.820290947464
store_21,2015-07-05,55766.4489006794
store_22,2015-05-17,67143.11788267066
store_22,2015-05-24,64731.69205004238
store_22,2015-05-31,61823.19279350997
store_22,2015-06-07,64841.439059178825
store_22,2015-06-14,65425.57871623513
store_22,2015-06-21,67876.70005531711
store_22,2015-06-28,68784.4083438462
store_22,2015-07-05,70717.30135393082
store_23,2015-05-17,41974.664833341274
store_23,2015-05-24,36064.685119611735
store_23,2015-05-31,41841.64086196562
store_23,2015-06-07,36828.549156753565
store_23,2015-06-14,47594.196683850154
store_23,2015-06-21,40355.120300417926
store_23,2015-06-28,50564.1975170561
store_23,2015-07-05,44613.276536727906
store_24,2015-05-17,48566.74977196015
store_24,2015-05-24,43237.277746954685
store_24,2015-05-31,48583.42242971674
store_24,2015-06-07,43719.69882548562
store_24,2015-06-14,53706.981092159884
store_24,2015-06-21,47014.74966884327
store_24,2015-06-28,55500.46342598508
store_24,2015-07-05,50645.908959701
store_25,2015-05-17,28589.3720891006
store_25,2015-05-24,25507.80516251274
store_25,2015-05-31,26890.657415447193
store_25,2015-06-07,27487.203647289767
store_25,2015-06-14,29142.350914275215
store_25,2015-06-21,29438.4876529238
store_25,2015-06-28,30764.669098499504
store_25,2015-07-05,31882.859975192543
store_26,2015-05-17,63648.13019804436
store_26,2015-05-24,57278.2559554319
store_26,2015-05-31,59939.90202130508
store_26,2015-06-07,58308.70518783677
store_26,2015-06-14,61249.85162765984
store_26,2015-06-21,61623.55151219075
store_26,2015-06-28,63112.376176923004
store_26,2015-07-05,64174.36795389434
store_27,2015-05-17,41501.44001564692
store_27,2015-05-24,37041.46179745536
store_27,2015-05-31,43798.26187913088
store_27,2015-06-07,38588.982172631746
store_27,2015-06-14,49375.01555956221
store_27,2015-06-21,42330.38452279311
store_27,2015-06-28,52094.6446762399
store_27,2015-07-05,46345.796727318935
store_28,2015-05-17,34462.8621801352
store_28,2015-05-24,30093.918025616746
store_28,2015-05-31,37889.60483356376
store_28,2015-06-07,32493.461423463876
store_28,2015-06-14,43077.522328051826
store_28,2015-06-21,36266.82036985292
store_28,2015-06-28,45815.035876825605
store_28,2015-07-05,40517.354399680575
store_29,2015-05-17,47411.42309923256
store_29,2015-05-24,42570.53316016518
store_29,2015-05-31,48171.701775425085
store_29,2015-06-07,42997.614755860486
store_29,2015-06-14,53401.79072971139
store_29,2015-06-21,46551.17148521151
store_29,2015-06-28,55534.678385521
store_29,2015-07-05,50204.0665686543
store_3,2015-05-17,54743.02783380888
store_3,2015-05-24,49909.97677049837
store_3,2015-05-31,56562.00216200674
store_3,2015-06-07,51159.2615142429
store_3,2015-06-14,61386.862452396774
store_3,2015-06-21,54634.55605618492
store_3,2015-06-28,63649.97983281399
store_3,2015-07-05,58356.27050970682
store_30,2015-05-17,23484.0187210847
store_30,2015-05-24,20338.4352809716
store_30,2015-05-31,21944.722777034887
store_30,2015-06-07,22290.560023156315
store_30,2015-06-14,23913.476180654055
store_30,2015-06-21,24258.293114406235
store_30,2015-06-28,25503.187295144933
store_30,2015-07-05,26589.346587258235
store_31,2015-05-17,48401.572952758
store_31,2015-05-24,43397.926940751815
store_31,2015-05-31,50482.46003718503
store_31,2015-06-07,44872.436540371156
store_31,2015-06-14,55682.6631871604
store_31,2015-06-21,48520.93049553963
store_31,2015-06-28,58620.750795735075
store_31,2015-07-05,52775.362320283646
store_32,2015-05-17,30489.88285338098
store_32,2015-05-24,26065.01552856263
store_32,2015-05-31,34148.37309696831
store_32,2015-06-07,28467.061172558708
store_32,2015-06-14,39077.31148309835
store_32,2015-06-21,32299.375261675108
store_32,2015-06-28,41663.059762754616
store_32,2015-07-05,36466.00449175373
store_33,2015-05-17,32863.49893727171
store_33,2015-05-24,28980.750995670976
store_33,2015-05-31,36160.1661303231
store_33,2015-06-07,31001.985137903106
store_33,2015-06-14,40368.56319349905
store_33,2015-06-21,34581.95815157468
store_33,2015-06-28,43334.101770245186
store_33,2015-07-05,38496.165151309426
store_34,2015-05-17,51396.982190876544
store_34,2015-05-24,46795.650981608196
store_34,2015-05-31,54603.29029340348
store_34,2015-06-07,48721.77080014961
store_34,2015-06-14,58912.164678548725
store_34,2015-06-21,52246.247664554525
store_34,2015-06-28,62191.0848202891
store_34,2015-07-05,56733.05499825845
store_35,2015-05-17,30964.014880424053
store_35,2015-05-24,28207.651892674072
store_35,2015-05-31,30469.25110160383
store_35,2015-06-07,31470.938821243974
store_35,2015-06-14,33047.33939033834
store_35,2015-06-21,33845.332137902325
store_35,2015-06-28,35232.15144219744
store_35,2015-07-05,36451.88134153121
store_36,2015-05-17,42034.84608514037
store_36,2015-05-24,38373.076860004374
store_36,2015-05-31,45268.47125745355
store_36,2015-06-07,40353.58809380069
store_36,2015-06-14,49537.62560262084
store_36,2015-06-21,43969.768299489966
store_36,2015-06-28,51884.95202421675
store_36,2015-07-05,47522.872899819995
store_37,2015-05-17,46617.805538141896
store_37,2015-05-24,40785.6995726864
store_37,2015-05-31,45706.89505687335
store_37,2015-06-07,41364.61107374412
store_37,2015-06-14,51009.45393737073
store_37,2015-06-21,44361.158166402936
store_37,2015-06-28,53452.09652911585
store_37,2015-07-05,48100.48654915276
store_38,2015-05-17,66290.10705009391
store_38,2015-05-24,60318.87434475147
store_38,2015-05-31,63354.11728611516
store_38,2015-06-07,61747.61795922133
store_38,2015-06-14,64849.023061248954
store_38,2015-06-21,65310.266357026165
store_38,2015-06-28,67338.52077721256
store_38,2015-07-05,68759.42094289238
store_39,2015-05-17,40787.951254824606
store_39,2015-05-24,36374.65361621609
store_39,2015-05-31,43972.15991677789
store_39,2015-06-07,38659.3949509025
store_39,2015-06-14,48473.76771531192
store_39,2015-06-21,42126.345740315024
store_39,2015-06-28,51764.038316307386
store_39,2015-07-05,46479.31312467676
store_4,2015-05-17,39263.31027719885
store_4,2015-05-24,34380.90403363685
store_4,2015-05-31,40033.651271588686
store_4,2015-06-07,35085.32077603944
store_4,2015-06-14,45181.7302801123
store_4,2015-06-21,38779.507032063295
store_4,2015-06-28,47090.83901943038
store_4,2015-07-05,42286.828550280174
store_40,2015-05-17,51061.24474665723
store_40,2015-05-24,45175.570869576535
store_40,2015-05-31,49928.09652452926
store_40,2015-06-07,45522.39424534314
store_40,2015-06-14,55136.02730619938
store_40,2015-06-21,48712.3418051739
store_40,2015-06-28,57264.4050764071
store_40,2015-07-05,52111.08279709109
store_41,2015-05-17,47717.01925333765
store_41,2015-05-24,44203.87074582135
store_41,2015-05-31,51033.97134668208
store_41,2015-06-07,47172.19300942029
store_41,2015-06-14,55153.647015265466
store_41,2015-06-21,50082.38784640148
store_41,2015-06-28,58331.67945480379
store_41,2015-07-05,54127.747761348015
store_42,2015-05-17,53838.54937995827
store_42,2015-05-24,49236.81949050816
store_42,2015-05-31,55283.37739235845
store_42,2015-06-07,49810.82664169119
store_42,2015-06-14,59956.11410632622
store_42,2015-06-21,53345.58465163086
store_42,2015-06-28,62377.70502581089
store_42,2015-07-05,56883.034188082485
store_43,2015-05-17,42771.08815614855
store_43,2015-05-24,37874.54401169371
store_43,2015-05-31,44244.05908279893
store_43,2015-06-07,38775.052564386475
store_43,2015-06-14,49141.92524674152
store_43,2015-06-21,42182.7317652619
store_43,2015-06-28,51492.66141909409
store_43,2015-07-05,46372.002684625506
store_44,2015-05-17,55203.86516793101
store_44,2015-05-24,48599.109753008226
store_44,2015-05-31,52553.44923874819
store_44,2015-06-07,48560.89244604903
store_44,2015-06-14,57839.93533839758
store_44,2015-06-21,51555.544626084455
store_44,2015-06-28,59537.27481504039
store_44,2015-07-05,54879.89175607571
store_45,2015-05-17,29022.078575766554
store_45,2015-05-24,25978.933517499925
store_45,2015-05-31,27833.14158264839
store_45,2015-06-07,28356.601069492433
store_45,2015-06-14,30235.130404228184
store_45,2015-06-21,30713.79422129453
store_45,2015-06-28,32314.20619939267
store_45,2015-07-05,33528.001730914286
store_46,2015-05-17,39957.95491898425
store_46,2015-05-24,35571.40794705209
store_46,2015-05-31,41668.173209242814
store_46,2015-06-07,36817.527354216974
store_46,2015-06-14,46439.5514470183
store_46,2015-06-21,40467.638950623594
store_46,2015-06-28,48497.11976950829
store_46,2015-07-05,43852.604929424015
store_47,2015-05-17,38887.90728495694
store_47,2015-05-24,35156.13438410623
store_47,2015-05-31,42910.20994916005
store_47,2015-06-07,36946.40676044458
store_47,2015-06-14,46713.81241935364
store_47,2015-06-21,40785.27818148393
store_47,2015-06-28,49775.37832914571
store_47,2015-07-05,44793.603195565236
store_48,2015-05-17,50325.09588572415
store_48,2015-05-24,44323.71710445641
store_48,2015-05-31,49577.68779546955
store_48,2015-06-07,44809.2586072083
store_48,2015-06-14,55276.730129542346
store_48,2015-06-21,48039.18104380176
store_48,2015-06-28,58227.00478948396
store_48,2015-07-05,52320.52503337541
store_49,2015-05-17,36228.16366564813
store_49,2015-05-24,32171.702119706675
store_49,2015-05-31,38431.90528204014
store_49,2015-06-07,33829.754733919704
store_49,2015-06-14,42977.81844031296
store_49,2015-06-21,37180.883125990506
store_49,2015-06-28,45087.144829422614
store_49,2015-07-05,40727.854780316455
store_5,2015-05-17,46421.29309746448
store_5,2015-05-24,42146.88926383661
store_5,2015-05-31,48068.329342024255
store_5,2015-06-07,43058.30655015948
store_5,2015-06-14,52985.22572444319
store_5,2015-06-21,46847.065065275834
store_5,2015-06-28,54889.58915788681
store_5,2015-07-05,50184.25632276265
store_50,2015-05-17,49915.32138761305
store_50,2015-05-24,44685.063095309655
store_50,2015-05-31,51237.79511287018
store_50,2015-06-07,45896.790911843156
store_50,2015-06-14,56847.81170086886
store_50,2015-06-21,49398.41397443933
store_50,2015-06-28,59905.08244587552
store_50,2015-07-05,53808.268589947336
store_51,2015-05-17,56650.52547244141
store_51,2015-05-24,50091.58853398424
store_51,2015-05-31,54244.234891641245
store_51,2015-06-07,50086.205589962985
store_51,2015-06-14,59440.52412108126
store_51,2015-06-21,53075.943024146196
store_51,2015-06-28,61117.724852099396
store_51,2015-07-05,56431.27561546478
store_52,2015-05-17,26138.902456404747
store_52,2015-05-24,23660.320119304513
store_52,2015-05-31,25485.21232889382
store_52,2015-06-07,26309.4175356426
store_52,2015-06-14,27533.878518672773
store_52,2015-06-21,28245.9374396541
store_52,2015-06-28,29354.994272893466
store_52,2015-07-05,30332.97267179538
store_53,2015-05-17,78710.22610686581
store_53,2015-05-24,72017.23240173224
store_53,2015-05-31,74961.84992242708
store_53,2015-06-07,72937.09466626662
store_53,2015-06-14,76315.8578038452
store_53,2015-06-21,75572.98561026958
store_53,2015-06-28,77747.7653787662
store_53,2015-07-05,78639.90720318415
store_54,2015-05-17,31052.37870461888
store_54,2015-05-24,27356.632909214808
store_54,2015-05-31,34435.972193654015
store_54,2015-06-07,29872.894454333935
store_54,2015-06-14,38910.62626595569
store_54,2015-06-21,33329.81252360021
store_54,2015-06-28,41358.06392017016
store_54,2015-07-05,37081.160943589195
store_55,2015-05-17,55104.43433559612
store_55,2015-05-24,48751.357486246015
store_55,2015-05-31,53436.97955532676
store_55,2015-06-07,49249.35286986574
store_55,2015-06-14,58716.38277239665
store_55,2015-06-21,52395.74955490887
store_55,2015-06-28,60480.385090408636
store_55,2015-07-05,55782.36187254645
store_56,2015-05-17,30422.524836182216
store_56,2015-05-24,26414.682378620153
store_56,2015-05-31,33438.0580999056
store_56,2015-06-07,28296.99296164537
store_56,2015-06-14,37150.99337385431
store_56,2015-06-21,32287.809623004996
store_56,2015-06-28,39495.216915497665
store_56,2015-07-05,35449.98860851879
store_57,2015-05-17,43266.487818181355
store_57,2015-05-24,36921.99860183873
store_57,2015-05-31,41448.6815821016
store_57,2015-06-07,37208.19304432864
store_57,2015-06-14,46815.36117832329
store_57,2015-06-21,40388.37964542964
store_57,2015-06-28,48859.561676735655
store_57,2015-07-05,44044.01938518138
store_58,2015-05-17,37148.37744052616
store_58,2015-05-24,32694.40722348451
store_58,2015-05-31,39457.79149163943
store_58,2015-06-07,34200.33308783288
store_58,2015-06-14,43665.58206381256
store_58,2015-06-21,37696.40531753358
store_58,2015-06-28,45820.64824835783
store_58,2015-07-05,41046.0710012971
store_59,2015-05-17,48072.39847594945
store_59,2015-05-24,42048.09878429582
store_59,2015-05-31,47279.126070964616
store_59,2015-06-07,42600.65697602239
store_59,2015-06-14,53034.90129055839
store_59,2015-06-21,45885.49144664907
store_59,2015-06-28,55830.78681581744
store_59,2015-07-05,50006.57888659091
store_6,2015-05-17,37293.65650389338
store_6,2015-05-24,33771.7876481709
store_6,2015-05-31,39269.57510142915
store_6,2015-06-07,35793.59718243022
store_6,2015-06-14,43326.71372179141
store_6,2015-06-21,38861.436399531405
store_6,2015-06-28,45951.417608964606
store_6,2015-07-05,42101.827723479546
store_60,2015-05-17,36388.94581410488
store_60,2015-05-24,31798.54548488108
store_60,2015-05-31,39896.646881519235
store_60,2015-06-07,33921.82328829795
store_60,2015-06-14,44464.25501428204
store_60,2015-06-21,37481.384668148676
store_60,2015-06-28,47768.769975275645
store_60,2015-07-05,42168.40422744618
store_61,2015-05-17,48855.01881157563
store_61,2015-05-24,43020.561397434096
store_61,2015-05-31,49110.64869316407
store_61,2015-06-07,44040.837006530535
store_61,2015-06-14,54817.15859014077
store_61,2015-06-21,47393.897035872484
store_61,2015-06-28,57747.16011216562
store_61,2015-07-05,51738.39176030518
store_62,2015-05-17,47017.185683057294
store_62,2015-05-24,40304.68691022873
store_62,2015-05-31,43662.123390636145
store_62,2015-06-07,40547.299257640916
store_62,2015-06-14,44557.94611398078
store_62,2015-06-21,43235.12636421764
store_62,2015-06-28,45272.2716812073
store_62,2015-07-05,45912.77076728557
store_63,2015-05-17,32811.4202118374
store_63,2015-05-24,29235.505945348465
store_63,2015-05-31,36049.49859651127
store_63,2015-06-07,31618.883795950962
store_63,2015-06-14,40481.95633741151
store_63,2015-06-21,34985.50200922803
store_63,2015-06-28,43360.05531328313
store_63,2015-07-05,38820.64854620281
store_64,2015-05-17,47600.00060264494
store_64,2015-05-24,44043.600478470995
store_64,2015-05-31,49829.272505548266
store_64,2015-06-07,45645.5673082017
store_64,2015-06-14,54269.25810837748
store_64,2015-06-21,49031.74179460787
store_64,2015-06-28,56509.09895004798
store_64,2015-07-05,52273.911381783946
store_65,2015-05-17,41283.88438975641
store_65,2015-05-24,37324.65539118111
store_65,2015-05-31,44218.4613697655
store_65,2015-06-07,39087.236106644035
store_65,2015-06-14,47989.04020153773
store_65,2015-06-21,42708.31017119863
store_65,2015-06-28,51145.82026810501
store_65,2015-07-05,46429.24712855938
store_66,2015-05-17,28365.832972314704
store_66,2015-05-24,25657.686223414195
store_66,2015-05-31,27797.64524782146
store_66,2015-06-07,28522.56590020605
store_66,2015-06-14,30135.480671178964
store_66,2015-06-21,30916.599457097196
store_66,2015-06-28,32272.67484264249
store_66,2015-07-05,33436.843140433535
store_67,2015-05-17,44445.68875551273
store_67,2015-05-24,38856.62256440486
store_67,2015-05-31,44453.76820604997
store_67,2015-06-07,39436.340408429394
store_67,2015-06-14,50224.80175556443
store_67,2015-06-21,42990.28425251925
store_67,2015-06-28,53086.26725378778
store_67,2015-07-05,47166.657151819716
store_68,2015-05-17,39004.18652514311
store_68,2015-05-24,36501.378505543755
store_68,2015-05-31,38075.62376559591
store_68,2015-06-07,39096.05659815198
store_68,2015-06-14,40152.02358707117
store_68,2015-06-21,40968.99452326325
store_68,2015-06-28,42034.33874427024
store_68,2015-07-05,43028.89553900549
store_69,2015-05-17,25477.544281529386
store_69,2015-05-24,22504.8080355377
store_69,2015-05-31,24470.464502952807
store_69,2015-06-07,24893.22931121804
store_69,2015-06-14,26460.804323440527
store_69,2015-06-21,26977.58028708869
store_69,2015-06-28,28206.699741784763
store_69,2015-07-05,29186.18990381766
store_7,2015-05-17,45305.42762536132
store_7,2015-05-24,41172.01495716066
store_7,2015-05-31,48137.95883887055
store_7,2015-06-07,43038.5904337283
store_7,2015-06-14,52563.000316705096
store_7,2015-06-21,46614.464291126606
store_7,2015-06-28,55235.27950508899
store_7,2015-07-05,50417.37967225342
store_70,2015-05-17,53522.295216116705
store_70,2015-05-24,46645.58899958814
store_70,2015-05-31,50484.83742323245
store_70,2015-06-07,46562.82810226629
store_70,2015-06-14,56330.38687195447
store_70,2015-06-21,49651.208754352505
store_70,2015-06-28,59452.78658905618
store_70,2015-07-05,53647.70894882248
store_71,2015-05-17,39831.6283013057
store_71,2015-05-24,35406.136156228444
store_71,2015-05-31,41159.636956091694
store_71,2015-06-07,35974.12525537483
store_71,2015-06-14,45694.84190488747
store_71,2015-06-21,39650.436291775564
store_71,2015-06-28,48273.11522244628
store_71,2015-07-05,43046.4502634843
store_72,2015-05-17,45574.61681836516
store_72,2015-05-24,40115.87523384296
store_72,2015-05-31,46142.487550180675
store_72,2015-06-07,41074.266561463475
store_72,2015-06-14,51921.96645155091
store_72,2015-06-21,44756.16781625976
store_72,2015-06-28,54934.03346944366
store_72,2015-07-05,48949.47713858711
store_73,2015-05-17,46597.67957823593
store_73,2015-05-24,48470.49691022159
store_73,2015-05-31,49560.99857119561
store_73,2015-06-07,50804.5193868738
store_73,2015-06-14,52318.4555859588
store_73,2015-06-21,53849.790657684294
store_73,2015-06-28,54824.73967596023
store_73,2015-07-05,56111.488724299095
store_74,2015-05-17,31589.20453885427
store_74,2015-05-24,28562.277640972756
store_74,2015-05-31,30401.749818586013
store_74,2015-06-07,30797.399395722263
store_74,2015-06-14,32276.048517012423
store_74,2015-06-21,32691.674977191753
store_74,2015-06-28,33991.012468128785
store_74,2015-07-05,34837.83549963799
store_75,2015-05-17,38328.39200093436
store_75,2015-05-24,32544.10247150065
store_75,2015-05-31,38621.91442882788
store_75,2015-06-07,33720.65696836714
store_75,2015-06-14,44459.152528268474
store_75,2015-06-21,37237.7912633235
store_75,2015-06-28,47530.73405153799
store_75,2015-07-05,41665.84074174813
store_76,2015-05-17,51505.71043933718
store_76,2015-05-24,45405.25393362839
store_76,2015-05-31,50353.7126620293
store_76,2015-06-07,45910.81072211196
store_76,2015-06-14,56174.486557020035
store_76,2015-06-21,49283.94739089896
store_76,2015-06-28,59148.58249621165
store_76,2015-07-05,53329.34921770409
store_77,2015-05-17,32039.54190460808
store_77,2015-05-24,28944.455041175966
store_77,2015-05-31,30769.076169395754
store_77,2015-06-07,31425.871657488256
store_77,2015-06-14,33004.54973348526
store_77,2015-06-21,34002.613869096516
store_77,2015-06-28,35055.484583207966
store_77,2015-07-05,36197.06841308476
store_78,2015-05-17,32117.66875271481
store_78,2015-05-24,28229.189709847367
store_78,2015-05-31,34943.73362930666
store_78,2015-06-07,30009.101624246694
store_78,2015-06-14,38330.23683379952
store_78,2015-06-21,33938.860860931636
store_78,2015-06-28,40668.124693471436
store_78,2015-07-05,36913.290916149665
store_79,2015-05-17,40977.881190090746
store_79,2015-05-24,36650.30252337741
store_79,2015-05-31,44523.387358455955
store_79,2015-06-07,39605.019502979194
store_79,2015-06-14,49783.58602874635
store_79,2015-06-21,43444.311339490174
store_79,2015-06-28,52540.179629552986
store_79,2015-07-05,47529.67424009101
store_8,2015-05-17,48717.48191560145
store_8,2015-05-24,42606.84702276377
store_8,2015-05-31,47053.43685318686
store_8,2015-06-07,42643.410492540475
store_8,2015-06-14,52258.765467703946
store_8,2015-06-21,45643.850658333606
store_8,2015-06-28,54397.49740262992
store_8,2015-07-05,49207.48531825426
store_80,2015-05-17,48606.53664564254
store_80,2015-05-24,43807.81936311141
store_80,2015-05-31,49001.177574775385
store_80,2015-06-07,44307.414696825654
store_80,2015-06-14,54236.83647515958
store_80,2015-06-21,47858.3427259812
store_80,2015-06-28,56469.27671181187
store_80,2015-07-05,51359.903730747945
store_81,2015-05-17,34543.58269967938
store_81,2015-05-24,30603.21779247966
store_81,2015-05-31,36898.5761038625
store_81,2015-06-07,31939.333033793144
store_81,2015-06-14,41577.707800734395
store_81,2015-06-21,35534.05108543678
store_81,2015-06-28,44356.46286834396
store_81,2015-07-05,39397.653585959786
store_82,2015-05-17,29900.801829642824
store_82,2015-05-24,26903.712489666043
store_82,2015-05-31,28493.096103969234
store_82,2015-06-07,28998.41404387884
store_82,2015-06-14,30602.91375432137
store_82,2015-06-21,31036.011821891214
store_82,2015-06-28,32299.088696874285
store_82,2015-07-05,33366.98992401321
store_83,2015-05-17,41762.70611100976
store_83,2015-05-24,36351.31105701194
store_83,2015-05-31,43160.733972582486
store_83,2015-06-07,37753.27981707684
store_83,2015-06-14,48712.00667759006
store_83,2015-06-21,41317.45512058315
store_83,2015-06-28,51749.08241336726
store_83,2015-07-05,45681.74236712023
store_84,2015-05-17,52972.02274434741
store_84,2015-05-24,46662.65166214895
store_84,2015-05-31,51552.48289901038
store_84,2015-06-07,47226.670453099694
store_84,2015-06-14,57358.58117889245
store_84,2015-06-21,50651.850966752696
store_84,2015-06-28,60500.56587194724
store_84,2015-07-05,54684.321742366854
store_85,2015-05-17,52551.80636783328
store_85,2015-05-24,46821.02809675375
store_85,2015-05-31,52211.44290553298
store_85,2015-06-07,47312.76626553172
store_85,2015-06-14,57974.813489748005
store_85,2015-06-21,50754.37326546668
store_85,2015-06-28,60842.47010794625
store_85,2015-07-05,54956.79654737252
store_86,2015-05-17,52880.26214645056
store_86,2015-05-24,47579.36966852763
store_86,2015-05-31,52825.0733696546
store_86,2015-06-07,47916.0619972038
store_86,2015-06-14,57971.78552144947
store_86,2015-06-21,51240.488361462056
store_86,2015-06-28,60370.377688559514
store_86,2015-07-05,54978.274340255055
store_87,2015-05-17,35910.341052743956
store_87,2015-05-24,31453.655641714126
store_87,2015-05-31,38179.87040543351
store_87,2015-06-07,32801.018579826086
store_87,2015-06-14,42472.40948150196
store_87,2015-06-21,36357.103212806986
store_87,2015-06-28,44589.07418481899
store_87,2015-07-05,39761.002083222746
store_88,2015-05-17,43142.257415984044
store_88,2015-05-24,36986.02956478705
store_88,2015-05-31,41884.916197791346
store_88,2015-06-07,37626.437525893125
store_88,2015-06-14,47032.780940825396
store_88,2015-06-21,40694.200185827634
store_88,2015-06-28,48784.41345833328
store_88,2015-07-05,44098.37830674497
store_89,2015-05-17,57375.251845801446
store_89,2015-05-24,51281.17406848455
store_89,2015-05-31,56202.29498851346
store_89,2015-06-07,51798.648771247405
store_89,2015-06-14,61959.76664067344
store_89,2015-06-21,55181.22394949669
store_89,2015-06-28,65046.03470758168
store_89,2015-07-05,59195.689346662664
store_9,2015-05-17,35700.38463875465
store_9,2015-05-24,31912.261528975258
store_9,2015-05-31,38601.236558102944
store_9,2015-06-07,33784.1490603372
store_9,2015-06-14,42508.154704109584
store_9,2015-06-21,37237.65870062761
store_9,2015-06-28,44927.184199808486
store_9,2015-07-05,40669.197365073494
store_90,2015-05-17,61262.86517309104
store_90,2015-05-24,55439.26484261636
store_90,2015-05-31,59594.52223186276
store_90,2015-06-07,55250.49867814041
store_90,2015-06-14,64920.143696945466
store_90,2015-06-21,58467.31828090825
store_90,2015-06-28,66943.42664342397
store_90,2015-07-05,61977.77247665383
store_91,2015-05-17,52707.06241597409
store_91,2015-05-24,47841.634284585474
store_91,2015-05-31,54166.93431934628
store_91,2015-06-07,48945.23792686896
store_91,2015-06-14,59654.922427810074
store_91,2015-06-21,52576.308353693195
store_91,2015-06-28,62745.30223504024
store_91,2015-07-05,56740.61823932221
store_92,2015-05-17,36757.913361662744
store_92,2015-05-24,32200.474153554813
store_92,2015-05-31,40306.518670663994
store_92,2015-06-07,34260.41792285185
store_92,2015-06-14,45131.94180171222
store_92,2015-06-21,38019.53128907584
store_92,2015-06-28,47840.09123277835
