unique_id,ds,cutoff,y,Naive,WindowAverage,RWD,AutoARIMA,AutoETS,SeasonalNaive,SeasWA,Best-Fit,Equal-All,Equal-Best3,InverseMSE,InverseMSE-Best3
store_11,2015-03-02,2015-01-26,53090.0,51237.0,49188.916666666664,51511.85981308411,52531.32103840101,48263.483500538234,48617.0,,52531.32103840101,43049.94014552714,50112.41256835589,50870.36173133159,51124.02704736507
store_11,2015-03-09,2015-01-26,43288.0,51237.0,49188.916666666664,51566.831775700935,43271.96740884323,48338.603993466764,38788.0,,43271.96740884323,40341.61712066823,43749.628025169965,45108.3884400554,43105.12192579769
store_11,2015-03-16,2015-01-26,50914.0,51237.0,49188.916666666664,51621.80373831776,52827.253330584936,48413.72448639529,45608.0,,52827.253330584936,42699.528317423516,49208.05666575053,50522.80945729094,50606.36686050028
store_11,2015-03-23,2015-01-26,42915.0,51237.0,49188.916666666664,51676.77570093458,43229.945724748366,48488.84497932382,40849.0,,43229.945724748366,40667.21186738192,44422.62079713834,45460.54693827609,43559.11823938531
store_11,2015-03-02,2015-02-23,53090.0,40567.0,46360.75,40523.86486486487,53320.56309291107,47950.40759702497,48617.0,,53320.56309291107,39619.940793542984,49432.771030970354,48983.218757074275,51193.013254349324
store_11,2015-03-09,2015-02-23,43288.0,40567.0,46360.75,40480.72972972973,43665.069863649114,48020.846805462344,38788.0,,43665.069863649114,36840.3423426916,42937.9399545497,43035.66629436456,42928.973636525116
store_11,2015-03-16,2015-02-23,50914.0,40567.0,46360.75,40437.59459459459,53248.432811326784,48091.28601389972,45608.0,,53248.432811326784,39187.58048854587,48405.727603775595,48453.546376767605,50447.59286961733
store_11,2015-03-23,2015-02-23,42915.0,40567.0,46360.75,40394.45945945946,43367.60326683588,48161.725222337096,40849.0,,43367.60326683588,37100.07684980463,43525.78442227862,43255.88905621014,43224.898502453005
store_11,2015-03-30,2015-02-23,53823.0,40567.0,46360.75,40351.32432432433,47771.98356001293,48232.16443077447,51688.0,,47771.98356001293,39281.6031878731,48606.91118667097,47039.96694550473,48474.73099633767
store_11,2015-04-06,2015-02-23,35079.0,40567.0,46360.75,40308.18918918919,36316.966911064264,48302.60363921185,40363.0,,36316.966911064264,36031.215677066466,41013.57230368808,40039.616024334515,38748.718079855535
store_11,2015-04-13,2015-02-23,52304.0,40567.0,46360.75,40265.05405405405,52135.24126306636,48373.04284764923,51168.0,,52135.24126306636,39838.44116639566,49887.99708768878,48904.21947107879,51053.64516326111
store_11,2015-04-20,2015-02-23,39722.0,40567.0,46360.75,40221.91891891892,41765.26511249213,48443.48205608661,32643.0,,41765.26511249213,35714.48801249966,40256.33837083071,41179.84204188841,40322.20959086642
store_11,2015-03-30,2015-03-23,53823.0,42915.0,46378.166666666664,42893.782608695656,47245.754931957206,48058.44333185,51688.0,,47245.754931957206,39882.7353627385,48437.30719954129,47219.173377474806,48151.67912875691
store_11,2015-04-06,2015-03-23,35079.0,42915.0,46378.166666666664,42872.565217391304,35859.84640871453,48126.603710729876,40363.0,,35859.84640871453,36645.02600050034,40867.0043584604,40251.29481773407,38468.43089824619
store_11,2015-04-13,2015-03-23,52304.0,42915.0,46378.166666666664,42851.34782608696,52000.955794339876,48194.76408960975,51168.0,,52000.955794339876,40501.17633952903,49849.04082033551,49261.43570717034,50973.13099954846
store_11,2015-04-20,2015-03-23,39722.0,42915.0,46378.166666666664,42830.13043478261,41652.297373438014,48262.924468489626,32643.0,,41652.297373438014,36383.074134768125,40224.48801336822,41548.23441562513,40254.88701650377
store_11,2015-04-27,2015-03-23,47276.0,42915.0,46378.166666666664,42808.913043478264,47124.33647798429,48331.08484736949,47374.0,,47124.33647798429,39275.928719356954,46958.83438155032,46462.498102819634,47071.82888056895
store_11,2015-05-04,2015-03-23,54335.0,42915.0,46378.166666666664,42787.69565217391,54678.88827557233,48399.24522624937,53028.0,,54678.88827557233,41169.570831523175,51361.68498074633,50782.427302884855,53063.44549489435
store_11,2015-05-11,2015-03-23,39397.0,42915.0,46378.166666666664,42766.47826086957,38720.19565064862,48467.40560512924,39902.0,,38720.19565064862,37021.32088333058,41666.787439105094,41474.78484408235,40131.07363763164
store_11,2015-05-18,2015-03-23,53807.0,42915.0,46378.166666666664,42745.260869565216,52212.7699426651,48535.56598400912,47036.0,,52212.7699426651,39974.68049470087,48542.31220311059,48689.01556599046,50141.87503437672
store_11,2015-04-27,2015-04-20,47276.0,39722.0,46093.166666666664,39674.663865546216,46891.73113962386,48033.14321656221,47374.0,,46891.73113962386,38255.52926977128,46786.299268763505,45741.00854565822,46885.62663726205
store_11,2015-05-04,2015-04-20,54335.0,39722.0,46093.166666666664,39627.32773109244,54546.65374090702,48097.33061830278,53028.0,,54546.65374090702,40159.211250995555,51222.60680252456,50102.9710663187,52939.3535440729
store_11,2015-05-11,2015-04-20,39397.0,39722.0,46093.166666666664,39579.991596638654,38444.207221774304,48161.51802004335,39902.0,,38444.207221774304,35986.12621501757,41479.791296146985,40728.5757570534,39918.025575206615
store_11,2015-05-18,2015-04-20,53807.0,39722.0,46093.166666666664,39532.65546218488,52139.15612303193,48225.705421783925,47036.0,,52139.15612303193,38964.09766766677,48422.77426323286,48030.29445258438,50054.05807212079
store_11,2015-05-25,2015-04-20,36103.0,39722.0,46093.166666666664,39485.31932773109,35269.64974206156,48289.8928235245,37220.0,,35269.64974206156,35154.2897942834,39527.605469576076,38869.21668022711,37328.95445710761
store_11,2015-06-01,2015-04-20,46680.0,39722.0,46093.166666666664,39437.98319327731,46498.649561201586,48354.080225265076,54827.0,,46498.649561201586,39276.125663772946,49139.60540928941,46828.53244507405,48378.1620720985
store_11,2015-06-08,2015-04-20,42737.0,39722.0,46093.166666666664,39390.64705882353,41146.921184890314,48418.26762700565,33488.0,,41146.921184890314,35465.57179105516,40242.69595051899,40867.409038701495,40096.6894316543
store_11,2015-06-15,2015-04-20,52524.0,39722.0,46093.166666666664,39343.31092436975,50008.35427308007,48482.45502874622,42296.0,,50008.35427308007,37992.18384183753,46132.506979915575,46295.98269311968,47631.5706705918
store_11,2015-05-25,2015-05-18,36103.0,53807.0,47162.5,53875.71544715447,35763.05480199954,48289.17213210885,37220.0,,35763.05480199954,39445.34891160898,40048.51826733318,41706.9475076212,37792.85457089798
store_11,2015-06-01,2015-05-18,46680.0,53807.0,47162.5,53944.43089430894,46897.6488488133,48353.39566024715,54827.0,,46897.6488488133,43570.28220048134,49629.04961627109,49634.33053714963,48783.64310468564
store_11,2015-06-08,2015-05-18,42737.0,53807.0,47162.5,54013.14634146341,41366.91739895379,48417.619188385455,33488.0,,41366.91739895379,39750.740418400375,40672.47246631793,43603.576380629274,40391.40186575887
store_11,2015-06-15,2015-05-18,52524.0,53807.0,47162.5,54081.86178861788,50224.1077232184,48481.84271652376,42296.0,,50224.1077232184,42293.330318337146,46560.869241072796,49040.39548956079,47923.6576469075
store_11,2015-06-22,2015-05-18,40470.0,53807.0,47162.5,54150.577235772354,38605.02756526885,48546.06624466206,41160.0,,38605.02756526885,40490.16729224332,42309.17585508962,43684.88984480658,40469.103280740965
store_11,2015-06-29,2015-05-18,57177.0,53807.0,47162.5,54219.29268292683,51308.216822516944,48610.289772800366,52054.0,,51308.216822516944,43880.18561117773,50174.90560750564,51185.40328941073,50867.11745192073
store_11,2015-07-06,2015-05-18,43324.0,53807.0,47162.5,54288.0081300813,41643.28026082794,48674.51330093867,39535.0,,41643.28026082794,40730.04309883541,42780.26008694264,44791.61169000572,41970.74264056592
store_11,2015-07-13,2015-05-18,52864.0,53807.0,47162.5,54356.723577235774,50794.22516954712,48738.736829076974,50783.0,,50794.22516954712,43663.16936797998,49579.908389849035,50768.554536045005,50253.04367042968
store_12,2015-02-02,2015-01-26,44373.0,44789.0,41018.416666666664,44834.46728971963,44047.00946821393,40521.30726352386,44229.0,,44047.00946821393,37062.742955446294,43098.1420449602,43610.352454627166,43732.62210611141
store_12,2015-02-09,2015-01-26,34338.0,44789.0,41018.416666666664,44879.93457943925,35442.02554539981,40587.72708177264,32980.0,,35442.02554539981,34242.44341046834,36480.14740402216,37389.57205465975,35558.86496758093
store_12,2015-02-16,2015-01-26,43891.0,44789.0,41018.416666666664,44925.40186915888,42831.20415279256,40654.14690002141,41905.0,,42831.20415279256,36589.0242269485,41918.20693981974,42626.96187730302,42418.16673596645
store_12,2015-02-23,2015-01-26,38313.0,44789.0,41018.416666666664,44970.86915887851,36802.007034532915,40720.566718270195,34896.0,,36802.007034532915,34742.40851119261,37572.14123373319,38415.55808300928,36880.70110754662
store_12,2015-03-02,2015-01-26,47292.0,44789.0,41018.416666666664,45016.33644859813,50146.517590860516,40786.98653651897,47363.0,,50146.517590860516,38445.751034663466,46175.97808584239,47262.07462536504,48475.15809931128
store_12,2015-03-09,2015-01-26,35201.0,44789.0,41018.416666666664,45061.80373831776,34154.22335076171,40853.40635476775,30603.0,,34154.22335076171,33782.835730073406,35258.54667247612,36379.34858666523,34184.95286773301
store_12,2015-03-16,2015-01-26,45128.0,44789.0,41018.416666666664,45107.27102803739,45202.24900625434,40919.826173016525,41326.0,,45202.24900625434,36908.966124853556,42515.555224307,43771.511502890105,43871.305571609795
store_12,2015-03-23,2015-01-26,32858.0,44789.0,41018.416666666664,45152.73831775701,33678.978333485255,40986.24599126531,33162.0,,33678.978333485255,34112.48275845346,35953.13166671731,36580.310514458346,34424.36173856845
store_12,2015-03-02,2015-02-23,47292.0,38313.0,39434.166666666664,38298.48648648649,48615.721251441995,40687.096755014696,47363.0,,48615.721251441995,36101.638737087116,45137.62930603622,45349.06480400744,47270.64394256318
store_12,2015-03-09,2015-02-23,35201.0,38313.0,39434.166666666664,38283.97297297297,36253.00695819732,40751.74529196855,30603.0,,36253.00695819732,31948.413127115073,35430.05787495466,36303.95177635633,35397.42792220971
store_12,2015-03-16,2015-02-23,45128.0,38313.0,39434.166666666664,38269.45945945946,45592.569809582885,40816.39382892242,41326.0,,45592.569809582885,34821.65568066163,42117.578825416516,42824.357793833544,43946.090803636194
